"HHIndex" "WithinHHIndex" "Gender" "Race" "Hisp" "Age" "Relate" "Owner" "HHGender" "HHRace" "HHHisp" "HHAge"
7635 3 2 1 1 18 2 1 2 1 1 42
7636 2 2 3 1 21 2 1 2 3 1 47
7637 2 2 7 5 22 2 2 2 7 5 57
7638 2 2 1 1 55 1 1 1 1 1 59
7639 2 2 1 1 36 11 1 1 1 1 54
7640 2 2 1 1 35 10 2 1 1 1 34
7641 2 2 1 1 71 1 1 1 1 1 71
7642 2 2 1 1 16 2 2 2 1 1 50
7643 2 2 1 1 79 4 1 1 1 1 52
7643 3 2 1 1 29 9 1 1 1 1 52
7644 2 1 1 1 74 1 1 2 1 1 67
7645 2 1 4 1 21 2 2 2 4 1 47
7646 2 2 1 1 94 10 1 1 1 1 68
7647 2 2 1 1 70 1 1 1 1 1 72
7648 2 2 1 1 63 1 1 1 1 1 64
7649 2 2 1 1 12 8 2 2 1 1 45
7649 3 1 1 1 10 8 2 2 1 1 45
7650 2 1 1 1 53 1 1 2 1 1 51
7651 2 1 2 1 40 1 1 2 1 1 37
7651 3 2 8 1 9 2 1 2 1 1 37
7651 4 1 8 1 7 2 1 2 1 1 37
7652 2 1 1 2 65 1 2 2 1 2 61
7653 2 1 1 2 33 10 2 2 1 1 31
7654 2 1 1 1 29 1 2 2 1 1 36
7654 3 1 1 1 6 2 2 2 1 1 36
7654 4 1 1 1 5 2 2 2 1 1 36
7655 2 2 1 2 19 2 1 1 1 2 55
7655 3 1 1 2 14 2 1 1 1 2 55
7655 4 1 1 2 9 2 1 1 1 2 55
7656 2 2 1 1 17 2 1 2 1 1 35
7657 2 2 2 1 52 2 2 2 2 1 72
7658 2 1 1 1 41 1 1 2 1 1 41
7658 3 1 1 1 20 2 1 2 1 1 41
7658 4 2 1 1 16 2 1 2 1 1 41
7659 2 2 1 1 72 1 1 1 1 1 73
7660 2 2 1 1 44 1 1 1 1 1 43
7660 3 2 1 1 20 2 1 1 1 1 43
7660 4 1 1 1 16 2 1 1 1 1 43
7661 2 2 1 1 26 1 2 1 1 1 26
7662 2 2 1 1 32 1 2 1 1 1 33
7662 3 1 1 1 5 2 2 1 1 1 33
7662 4 2 1 1 1 2 2 1 1 1 33
7663 2 2 1 1 18 2 1 2 1 1 49
7664 2 2 1 1 78 1 1 1 1 1 81
7665 2 1 1 1 58 1 1 2 1 1 54
7666 2 2 1 1 14 6 1 2 1 1 21
7666 3 1 1 1 75 4 1 2 1 1 21
7667 2 2 1 1 53 1 1 1 2 1 54
7668 2 1 1 1 68 1 2 2 1 1 66
7668 3 1 1 1 39 2 2 2 1 1 66
7669 2 2 8 1 26 1 2 1 2 1 31
7669 3 2 8 1 1 2 2 1 2 1 31
7670 2 1 2 1 4 9 2 2 2 1 59
7671 2 2 1 5 59 1 1 1 1 1 59
7672 2 2 2 1 36 1 1 1 2 1 34
7672 3 2 2 1 8 2 1 1 2 1 34
7672 4 1 2 1 18 2 1 1 2 1 34
7673 2 2 1 1 54 1 1 1 1 1 55
7674 2 2 1 1 68 1 1 1 1 1 65
7675 2 2 1 1 57 10 1 2 1 2 59
7676 2 1 1 1 33 1 1 2 1 1 31
7676 3 1 1 1 5 2 1 2 1 1 31
7676 4 1 1 1 1 2 1 2 1 1 31
7677 2 2 1 1 57 1 1 1 1 1 51
7677 3 1 1 1 32 2 1 1 1 1 51
7678 2 2 1 1 41 1 1 1 1 1 40
7678 3 1 1 1 4 2 1 1 1 1 40
7678 4 1 1 1 1 2 1 1 1 1 40
7679 2 2 1 2 28 1 2 1 1 2 31
7679 3 2 1 2 8 2 2 1 1 2 31
7679 4 2 1 2 4 2 2 1 1 2 31
7680 2 2 1 1 54 1 1 1 1 1 59
7681 2 2 1 1 35 1 1 1 1 1 39
7681 3 1 1 1 11 2 1 1 1 1 39
7681 4 2 1 1 6 2 1 1 1 1 39
7682 2 2 1 1 77 1 1 1 1 1 77
7683 2 1 1 1 68 6 1 2 1 1 62
7684 2 2 1 1 20 2 1 1 1 1 53
7685 2 1 1 1 12 2 1 2 1 1 35
7685 3 2 1 1 8 2 1 2 1 1 35
7685 4 2 1 1 6 2 1 2 1 1 35
7686 2 2 1 1 9 2 1 2 1 1 40
7686 3 2 1 1 8 2 1 2 1 1 40
7687 2 2 1 1 43 10 1 1 1 1 59
7687 3 2 1 1 17 11 1 1 1 1 59
7688 2 1 1 2 71 1 1 2 1 2 66
7688 3 1 1 3 23 11 1 2 1 2 66
7689 2 2 1 1 73 1 1 1 1 1 76
7690 2 2 1 1 88 4 1 2 1 1 57
7691 2 2 1 1 61 1 1 1 1 1 56
7691 3 2 1 1 10 8 1 1 1 1 56
7692 2 1 1 1 5 2 2 2 1 1 34
7692 3 1 1 1 33 9 2 2 1 1 34
7692 4 1 1 1 30 10 2 2 1 1 34
7693 2 1 1 1 75 1 1 2 1 1 65
7694 2 1 1 1 8 2 2 1 1 1 31
7695 2 2 1 2 33 1 1 1 1 2 39
7696 2 1 1 1 50 1 1 2 1 1 51
7696 3 2 1 1 19 2 1 2 1 1 51
7697 2 1 1 1 44 1 1 2 1 1 50
7698 2 2 1 1 33 1 2 1 1 1 31
7698 3 1 1 1 5 2 2 1 1 1 31
7698 4 2 1 1 3 2 2 1 1 1 31
7699 2 2 1 1 54 1 1 1 1 1 55
7700 2 2 1 1 56 1 2 1 1 1 52
7700 3 2 1 1 27 2 2 1 1 1 52
7701 2 2 6 1 66 1 1 1 6 1 68
7702 2 2 1 1 37 1 1 1 1 1 36
7702 3 2 1 1 5 2 1 1 1 1 36
7702 4 2 1 1 1 2 1 1 1 1 36
7703 2 2 1 1 79 10 1 1 1 1 79
7704 2 1 1 1 48 1 1 2 1 1 49
7704 3 1 1 1 21 2 1 2 1 1 49
7705 2 1 1 1 4 2 1 2 1 1 32
7706 2 2 1 1 83 1 1 1 1 1 85
7707 2 1 1 1 68 1 1 2 1 1 59
7708 2 1 2 1 2 2 2 2 2 1 46
7708 3 2 2 1 18 9 2 2 2 1 46
7708 4 2 2 1 30 10 2 2 2 1 46
7709 2 2 1 1 79 10 1 1 1 1 77
7710 2 2 6 1 34 1 1 1 6 1 36
7710 3 1 6 1 4 2 1 1 6 1 36
7710 4 2 6 1 1 2 1 1 6 1 36
7711 2 1 2 1 61 1 2 2 2 1 55
7712 2 1 1 1 68 1 1 2 1 1 64
7713 2 2 2 1 44 1 1 1 2 1 51
7713 3 1 2 1 7 2 1 1 2 1 51
7714 2 1 1 1 16 2 2 2 1 1 39
7714 3 2 1 1 7 2 2 2 1 1 39
7715 2 2 1 1 31 10 2 1 1 1 29
7716 2 2 1 1 65 1 1 1 1 1 69
7717 2 1 1 1 49 1 1 2 1 1 49
7717 3 2 1 1 9 2 1 2 1 1 49
7718 2 2 1 1 18 2 1 1 1 1 53
7718 3 2 1 1 55 10 1 1 1 1 53
7719 2 2 1 1 18 2 1 2 1 1 50
7719 3 2 1 1 15 2 1 2 1 1 50
7720 2 2 1 1 91 4 1 2 1 1 65
7721 2 2 2 1 43 1 1 1 2 1 46
7721 3 1 2 1 45 9 1 1 2 1 46
7721 4 2 2 1 38 9 1 1 2 1 46
7722 2 2 1 1 56 1 1 1 1 1 59
7723 2 2 7 2 34 1 1 1 7 2 45
7723 3 1 7 2 10 2 1 1 7 2 45
7723 4 1 7 2 2 2 1 1 7 2 45
7724 2 2 6 1 28 1 2 1 6 1 32
7725 2 1 1 1 66 1 2 2 6 1 57
7725 3 1 8 1 21 2 2 2 6 1 57
7726 2 1 1 1 83 1 1 2 1 1 81
7727 2 2 6 1 40 1 2 1 1 1 34
7727 3 2 8 1 1 2 2 1 1 1 34
7728 2 2 1 1 57 1 1 1 1 1 56
7729 2 2 1 2 33 1 2 1 1 1 33
7729 3 1 1 2 10 2 2 1 1 1 33
7729 4 1 1 2 7 2 2 1 1 1 33
7730 2 1 1 1 65 1 1 2 1 1 65
7731 2 2 1 1 39 1 1 1 1 1 47
7731 3 1 1 1 13 2 1 1 1 1 47
7731 4 2 1 1 11 2 1 1 1 1 47
7732 2 2 1 1 37 2 1 2 1 1 73
7732 3 1 1 1 12 8 1 2 1 1 73
7732 4 1 1 1 5 8 1 2 1 1 73
7733 2 1 1 1 32 10 2 1 1 1 32
7734 2 2 2 1 23 2 2 2 2 1 48
7735 2 2 1 1 28 10 2 1 1 1 30
7736 2 2 1 2 56 1 1 1 1 2 58
7737 2 1 1 1 30 10 2 2 1 5 24
7737 3 1 1 5 29 10 2 2 1 5 24
7738 2 2 1 1 48 1 1 1 1 1 47
7739 2 1 1 1 43 10 2 2 8 1 37
7740 2 2 1 1 67 1 1 1 1 1 71
7741 2 1 1 1 37 1 2 2 1 1 28
7741 3 1 1 1 10 2 2 2 1 1 28
7741 4 1 1 1 14 2 2 2 1 1 28
7742 2 2 1 1 63 1 1 1 1 1 65
7742 3 2 1 1 90 5 1 1 1 1 65
7743 2 2 2 1 70 1 1 1 2 1 70
7744 2 2 5 2 16 2 1 2 5 1 54
7745 2 2 1 1 70 1 1 1 1 1 67
7746 2 1 1 1 65 1 1 2 1 1 60
7747 2 1 1 1 11 2 2 2 1 1 45
7747 3 2 1 1 5 2 2 2 1 1 45
7748 2 1 1 1 48 1 1 2 1 1 48
7749 2 2 1 1 77 1 1 1 1 1 81
7750 2 1 6 1 43 1 2 2 6 1 42
7750 3 1 6 1 1 2 2 2 6 1 42
7750 4 2 6 1 71 4 2 2 6 1 42
7751 2 1 1 1 64 1 1 2 1 1 60
7752 2 1 1 1 31 1 2 2 1 1 32
7752 3 2 1 1 2 2 2 2 1 1 32
7753 2 2 1 1 67 1 1 1 1 1 69
7754 2 2 1 1 20 2 2 2 1 1 44
7754 3 1 1 1 17 2 2 2 1 1 44
7754 4 1 1 1 48 10 2 2 1 1 44
7755 2 1 1 1 22 10 2 1 1 1 23
7756 2 2 2 3 2 2 2 1 2 3 22
7756 3 2 2 2 22 10 2 1 2 3 22
7757 2 1 1 1 88 1 1 2 1 1 79
7758 2 2 1 1 67 1 1 1 1 1 59
7759 2 1 1 1 62 1 1 2 1 1 63
7760 2 2 1 1 50 1 1 1 1 1 49
7760 3 2 1 1 19 2 1 1 1 1 49
7760 4 2 1 1 16 2 1 1 1 1 49
7761 2 2 1 1 50 2 1 2 1 1 75
7762 2 2 1 1 44 1 1 1 1 1 45
7762 3 1 1 1 18 2 1 1 1 1 45
7763 2 1 2 1 10 2 2 2 2 1 26
7763 3 2 2 1 6 2 2 2 2 1 26
7764 2 2 1 1 26 10 2 1 1 1 28
7765 2 1 4 1 69 1 1 2 4 1 52
7765 3 1 4 1 23 2 1 2 4 1 52
7765 4 2 4 1 22 2 1 2 4 1 52
7766 2 1 1 1 29 10 1 1 1 1 31
7767 2 1 1 1 65 1 1 2 1 1 67
7768 2 2 1 1 50 1 1 1 1 1 51
7768 3 2 1 1 18 2 1 1 1 1 51
7769 2 1 1 1 81 1 1 2 1 5 82
7770 2 2 1 1 47 10 2 1 2 1 46
7771 2 2 1 1 73 1 1 1 1 1 69
7772 2 2 1 2 17 2 2 1 1 2 43
7772 3 2 1 2 15 2 2 1 1 2 43
7772 4 1 1 2 14 2 2 1 1 2 43
7773 2 1 1 1 16 2 1 2 1 1 41
7774 2 2 5 1 51 1 1 1 1 1 47
7774 3 1 8 1 13 2 1 1 1 1 47
7775 2 1 7 5 40 1 2 2 7 5 37
7775 3 2 7 5 18 2 2 2 7 5 37
7775 4 2 7 5 9 2 2 2 7 5 37
7776 2 1 1 1 32 1 1 2 5 1 30
7777 2 2 1 1 61 2 1 2 1 1 82
7778 2 2 1 2 56 1 1 1 1 2 62
7779 2 2 6 1 43 1 1 1 1 1 60
7779 3 1 1 1 27 2 1 1 1 1 60
7779 4 1 6 1 18 2 1 1 1 1 60
7780 2 2 1 1 52 1 2 1 1 1 51
7781 2 2 1 1 51 2 1 2 1 1 75
7781 3 1 1 1 52 3 1 2 1 1 75
7782 2 2 1 1 19 10 1 1 1 1 24
7783 2 2 1 1 69 1 1 1 1 1 71
7783 3 2 1 1 41 2 1 1 1 1 71
7784 2 1 1 1 27 2 1 2 1 1 51
7784 3 1 1 1 49 9 1 2 1 1 51
7785 2 2 1 1 54 1 1 1 1 1 53
7785 3 1 1 1 19 2 1 1 1 1 53
7785 4 2 1 1 18 2 1 1 1 1 53
7786 2 2 1 1 47 1 1 1 1 1 46
7786 3 1 1 1 19 2 1 1 1 1 46
7786 4 2 1 1 16 2 1 1 1 1 46
7787 2 1 1 1 57 1 1 2 1 1 55
7787 3 1 1 1 22 2 1 2 1 1 55
7788 2 2 1 4 43 1 2 1 1 4 43
7789 2 2 1 1 75 1 1 1 1 1 77
7790 2 2 1 1 32 1 1 1 1 1 32
7790 3 1 1 1 7 2 1 1 1 1 32
7791 2 1 8 1 17 2 1 2 1 1 36
7791 3 1 1 1 10 2 1 2 1 1 36
7792 2 1 1 1 24 1 2 2 1 1 23
7793 2 2 1 1 60 1 1 1 1 1 62
7794 2 2 7 2 50 1 1 1 7 2 48
7794 3 2 7 2 20 2 1 1 7 2 48
7795 2 1 1 1 55 1 1 2 1 1 40
7795 3 1 1 1 5 2 1 2 1 1 40
7796 2 1 1 1 74 1 1 2 1 1 72
7797 2 1 1 5 37 1 2 2 1 5 34
7798 2 2 1 1 22 2 1 2 1 1 60
7799 2 2 1 1 22 1 1 1 1 1 26
7799 3 1 1 1 1 2 1 1 1 1 26
7800 2 2 2 1 43 1 1 1 2 1 53
7800 3 2 2 1 7 2 1 1 2 1 53
7801 2 2 1 1 5 2 1 1 1 1 36
7801 3 1 1 1 14 9 1 1 1 1 36
7801 4 2 1 1 34 10 1 1 1 1 36
7802 2 2 1 1 54 1 1 1 1 1 55
7803 2 1 1 1 51 1 1 2 1 1 54
7803 3 1 1 1 17 11 1 2 1 1 54
7804 2 2 1 1 72 1 1 1 1 1 82
7805 2 2 2 1 75 1 1 1 2 1 68
7806 2 2 1 1 65 1 1 1 1 1 71
7806 3 1 1 1 11 11 1 1 1 1 71
7807 2 2 1 1 55 1 1 1 1 1 55
7807 3 2 1 1 30 2 1 1 1 1 55
7808 2 2 1 1 18 2 2 2 1 1 35
7808 3 2 1 1 9 2 2 2 1 1 35
7808 4 1 1 1 39 10 2 2 1 1 35
7809 2 2 1 1 54 1 1 1 1 1 54
7810 2 2 1 1 21 9 2 2 1 1 20
7811 2 2 1 1 50 1 1 1 1 1 51
7811 3 2 1 1 21 2 1 1 1 1 51
7811 4 2 1 1 14 2 1 1 1 1 51
7812 2 1 1 1 3 2 2 2 1 1 23
7812 3 1 1 1 25 10 2 2 1 1 23
7813 2 1 7 2 18 2 2 2 7 2 37
7813 3 2 7 2 14 2 2 2 7 2 37
7813 4 1 7 2 12 2 2 2 7 2 37
7814 2 2 1 1 70 1 1 1 1 1 74
7815 2 2 4 1 25 2 2 2 4 1 57
7816 2 2 1 1 37 1 2 1 1 1 38
7816 3 1 1 1 19 2 2 1 1 1 38
7816 4 2 1 1 7 2 2 1 1 1 38
7817 2 1 1 1 31 10 1 1 1 1 40
7818 2 2 1 1 81 1 1 1 1 1 83
7819 2 2 1 1 65 1 1 1 1 1 64
7820 2 2 1 1 52 1 1 1 1 1 54
7821 2 2 1 1 38 1 1 1 1 1 34
7821 3 2 1 1 39 10 1 1 1 1 34
7822 2 2 1 1 36 1 1 1 1 1 36
7822 3 2 1 1 6 2 1 1 1 1 36
7822 4 1 1 1 2 2 1 1 1 1 36
7823 2 2 1 2 44 10 1 2 1 1 55
7824 2 2 1 1 64 1 1 1 1 1 74
7825 2 1 1 1 26 10 2 2 1 1 21
7826 2 1 1 2 51 1 1 2 1 2 43
7826 3 2 1 2 22 2 1 2 1 2 43
7826 4 2 1 2 16 2 1 2 1 2 43
7827 2 1 1 1 49 1 1 2 1 1 58
7828 2 2 7 2 17 2 2 2 7 2 38
7828 3 2 7 2 9 2 2 2 7 2 38
7829 2 1 1 1 64 1 1 2 1 1 64
7829 3 1 1 1 64 6 1 2 1 1 64
7830 2 2 1 1 65 1 1 1 1 1 71
7831 2 1 7 2 57 1 1 2 1 1 57
7832 2 2 1 3 57 1 1 1 1 3 59
7833 2 1 1 1 78 1 1 2 1 1 77
7834 2 2 1 1 60 2 1 2 1 1 90
7834 3 1 1 1 25 8 1 2 1 1 90
7834 4 2 1 1 22 8 1 2 1 1 90
7835 2 2 1 1 20 2 1 2 1 1 48
7836 2 2 1 1 73 1 1 1 1 1 73
7837 2 1 1 1 52 1 1 2 1 1 53
7837 3 1 1 1 21 2 1 2 1 1 53
7837 4 2 1 1 14 2 1 2 1 1 53
7838 2 1 1 1 52 1 1 2 1 1 47
7838 3 1 1 5 11 2 1 2 1 1 47
7838 4 1 1 5 7 2 1 2 1 1 47
7839 2 1 1 2 83 1 1 2 1 1 69
7840 2 1 1 1 76 1 1 2 1 1 75
7841 2 2 1 2 25 1 2 1 1 2 30
7841 3 1 1 2 9 2 2 1 1 2 30
7841 4 2 1 2 6 2 2 1 1 2 30
7842 2 2 6 1 43 1 2 1 6 1 45
7842 3 2 6 1 18 2 2 1 6 1 45
7842 4 2 6 1 15 2 2 1 6 1 45
7843 2 2 1 1 60 1 1 1 1 1 58
7844 2 1 1 1 1 2 2 2 1 1 21
7844 3 1 1 1 30 10 2 2 1 1 21
7845 2 2 1 1 65 1 1 1 1 1 69
7846 2 1 1 1 58 1 1 2 1 1 58
7846 3 2 1 1 17 2 1 2 1 1 58
7847 2 1 1 1 27 10 2 2 1 1 28
7848 2 2 1 1 64 1 1 1 1 1 60
7849 2 2 1 1 62 1 1 1 1 1 79
7850 2 2 1 1 62 1 1 1 1 1 69
7851 2 1 1 3 15 2 2 2 1 3 45
7851 3 2 1 3 26 11 2 2 1 3 45
7852 2 2 1 1 70 1 1 1 1 1 74
7853 2 2 1 1 15 2 2 2 1 1 44
7854 2 1 3 1 55 10 1 2 3 1 50
7855 2 1 1 1 44 1 1 2 1 1 39
7855 3 1 1 1 7 2 1 2 1 1 39
7855 4 2 1 1 5 2 1 2 1 1 39
7856 2 2 6 1 61 1 1 1 6 1 64
7857 2 1 1 1 55 1 1 2 1 1 54
7857 3 1 1 1 28 2 1 2 1 1 54
7857 4 2 1 1 17 2 1 2 1 1 54
7858 2 1 1 2 57 2 1 2 1 2 76
7858 3 1 1 2 32 8 1 2 1 2 76
7858 4 2 7 2 28 9 1 2 1 2 76
7859 2 1 1 1 46 1 2 2 1 1 43
7859 3 1 1 1 7 2 2 2 1 1 43
7860 2 1 1 1 43 6 1 2 1 1 49
7860 3 2 1 1 9 9 1 2 1 1 49
7860 4 2 1 1 52 10 1 2 1 1 49
7861 2 2 1 1 75 1 1 1 1 1 74
7862 2 1 7 2 20 2 2 2 7 2 41
7863 2 1 1 1 53 2 1 2 1 1 84
7864 2 2 1 2 39 2 1 2 1 2 69
7864 3 2 1 1 8 8 1 2 1 2 69
7864 4 1 1 1 3 8 1 2 1 2 69
7865 2 2 1 1 20 2 2 1 1 1 47
7866 2 2 2 1 60 1 1 1 2 1 53
7867 2 2 1 1 64 1 1 1 1 1 62
7868 2 1 1 1 31 10 2 2 1 1 32
7869 2 2 1 1 24 2 1 2 1 1 59
7869 3 2 1 1 22 2 1 2 1 1 59
7870 2 1 1 1 20 1 2 2 1 1 21
7871 2 1 6 1 29 10 2 1 6 1 28
7872 2 1 1 1 56 1 1 2 1 1 48
7873 2 2 1 1 58 1 1 1 1 1 60
7874 2 1 2 1 4 2 2 2 1 1 31
7874 3 2 2 1 1 2 2 2 1 1 31
7875 2 1 1 1 19 2 1 2 1 1 42
7875 3 1 1 1 16 2 1 2 1 1 42
7876 2 2 1 1 50 1 1 1 1 1 51
7876 3 1 1 1 18 2 1 1 1 1 51
7876 4 2 1 1 14 2 1 1 1 1 51
7877 2 2 1 1 61 1 1 1 1 1 63
7878 2 2 1 1 72 1 1 1 1 1 74
7879 2 2 1 1 20 2 1 2 1 1 43
7880 2 2 1 1 23 1 1 1 1 1 34
7880 3 1 1 1 2 2 1 1 1 1 34
7881 2 2 1 1 46 1 1 1 1 1 49
7881 3 1 1 1 17 2 1 1 1 1 49
7881 4 2 1 1 16 2 1 1 1 1 49
7882 2 1 1 1 46 1 1 2 1 1 46
7882 3 2 1 1 18 2 1 2 1 1 46
7883 2 2 1 1 53 1 1 1 1 1 62
7884 2 2 1 1 30 10 2 2 6 1 28
7884 3 2 1 1 26 10 2 2 6 1 28
7885 2 2 1 1 73 1 1 1 1 1 78
7885 3 1 1 1 54 2 1 1 1 1 78
7886 2 1 1 1 3 2 2 2 1 1 28
7887 2 2 1 1 75 1 1 1 1 1 76
7888 2 1 1 1 62 1 2 2 1 1 58
7889 2 2 1 1 72 1 1 1 1 1 75
7890 2 2 1 1 58 1 1 1 1 1 61
7890 3 1 1 1 90 5 1 1 1 1 61
7891 2 2 1 2 53 1 1 1 1 2 51
7892 2 1 1 5 47 1 1 2 1 1 46
7893 2 2 1 1 86 6 1 2 1 1 84
7893 3 1 1 1 55 11 1 2 1 1 84
7894 2 2 1 1 25 10 2 2 1 1 24
7895 2 2 2 1 14 2 2 2 2 1 57
7895 3 1 2 1 14 2 2 2 2 1 57
7896 2 2 1 5 64 2 1 2 1 5 84
7897 2 2 6 1 35 1 1 1 6 1 39
7897 3 2 6 1 8 2 1 1 6 1 39
7897 4 1 6 1 4 2 1 1 6 1 39
7898 2 1 7 2 20 6 2 1 7 2 28
7898 3 2 7 2 24 10 2 1 7 2 28
7899 2 1 1 1 53 1 1 2 1 1 50
7900 2 1 1 1 61 1 1 2 1 1 59
7901 2 2 2 1 27 10 2 2 1 1 28
7902 2 2 1 1 49 1 1 1 1 1 49
7902 3 2 1 1 21 2 1 1 1 1 49
7903 2 2 1 1 48 1 1 1 1 1 52
7904 2 2 1 1 63 1 1 1 1 1 55
7905 2 1 1 5 14 2 1 2 1 5 31
7905 3 2 1 5 9 2 1 2 1 5 31
7905 4 2 1 5 5 2 1 2 1 5 31
7906 2 1 1 1 72 1 1 2 1 1 69
7907 2 2 1 1 26 10 2 1 1 1 27
7908 2 1 1 1 7 2 1 2 1 1 41
7908 3 1 1 1 5 2 1 2 1 1 41
7908 4 2 1 1 46 10 1 2 1 1 41
7909 2 2 1 4 74 1 1 1 1 4 74
7910 2 2 1 1 46 1 1 1 1 1 51
7910 3 1 1 1 25 2 1 1 1 1 51
7910 4 1 1 1 16 2 1 1 1 1 51
7911 2 2 2 1 23 2 2 2 2 1 42
7911 3 2 2 1 21 2 2 2 2 1 42
7911 4 1 2 1 6 8 2 2 2 1 42
7912 2 2 1 1 78 1 1 1 1 1 78
7913 2 2 1 1 67 1 1 1 1 1 67
7914 2 1 1 1 57 1 1 2 1 1 62
7915 2 2 1 1 70 1 1 1 1 1 70
7916 2 1 1 1 51 1 1 2 1 1 59
7917 2 2 1 1 35 1 2 1 1 1 35
7918 2 1 2 1 63 1 2 2 2 1 57
7918 3 1 2 1 20 8 2 2 2 1 57
7919 2 2 1 1 56 1 1 1 1 1 58
7920 2 2 1 1 56 1 1 1 1 1 58
7920 3 1 1 1 31 2 1 1 1 1 58
7920 4 2 1 1 28 2 1 1 1 1 58
7921 2 1 2 1 69 4 1 1 2 1 32
7921 3 2 2 1 63 4 1 1 2 1 32
7922 2 1 1 1 63 10 1 2 1 1 67
7923 2 2 1 1 63 1 1 1 1 1 81
7924 2 2 1 1 39 1 1 1 1 1 39
7924 3 1 1 1 10 2 1 1 1 1 39
7925 2 2 1 1 45 1 1 1 1 1 52
7925 3 2 1 1 10 2 1 1 1 1 52
7926 2 1 1 1 36 1 2 2 1 1 38
7926 3 1 1 1 18 2 2 2 1 1 38
7926 4 1 1 1 14 2 2 2 1 1 38
7927 2 1 1 1 66 1 1 2 1 1 66
7928 2 2 1 3 57 2 1 2 1 3 80
7929 2 1 2 1 59 1 1 2 2 1 54
7929 3 1 2 1 12 8 1 2 2 1 54
7930 2 1 1 1 43 2 1 1 1 1 69
7930 3 1 1 1 41 2 1 1 1 1 69
7930 4 1 1 1 41 2 1 1 1 1 69
7931 2 2 2 1 65 10 2 1 2 1 60
7932 2 2 1 1 79 1 1 1 1 1 83
7933 2 2 1 1 66 1 1 1 1 1 76
7934 2 1 1 1 55 1 1 2 1 1 54
7935 2 2 1 1 41 1 1 1 1 1 50
7936 2 1 1 1 42 2 1 2 1 1 67
7937 2 1 7 2 37 1 1 2 7 2 42
7937 3 1 7 2 15 2 1 2 7 2 42
7937 4 2 7 2 2 2 1 2 7 2 42
7938 2 2 1 1 59 1 1 1 1 1 63
7939 2 1 1 1 40 1 1 2 1 1 39
7939 3 1 1 1 10 2 1 2 1 1 39
7940 2 1 1 1 44 1 1 2 1 1 46
7940 3 2 1 1 9 2 1 2 1 1 46
7941 2 2 1 1 40 1 1 1 1 1 44
7941 3 2 1 1 11 2 1 1 1 1 44
7941 4 2 1 1 8 2 1 1 1 1 44
7942 2 2 1 1 44 1 1 1 1 1 45
7942 3 1 1 1 7 2 1 1 1 1 45
7943 2 1 1 1 47 1 1 2 1 1 42
7943 3 1 1 1 16 2 1 2 1 1 42
7944 2 1 1 1 44 1 1 2 1 1 33
7944 3 1 1 1 10 2 1 2 1 1 33
7944 4 2 1 1 8 2 1 2 1 1 33
7945 2 2 1 1 84 4 1 1 1 1 47
7946 2 1 1 1 59 1 1 2 3 1 53
7946 3 2 8 1 16 2 1 2 3 1 53
7947 2 1 1 1 66 1 1 2 1 1 60
7948 2 1 1 2 5 2 2 1 1 2 36
7948 3 2 1 2 1 2 2 1 1 2 36
7948 4 2 1 2 31 10 2 1 1 2 36
7949 2 2 2 1 11 2 2 2 8 1 33
7949 3 1 2 1 9 2 2 2 8 1 33
7949 4 2 2 1 1 2 2 2 8 1 33
7950 2 2 1 5 17 2 2 2 1 5 39
7950 3 2 1 5 12 2 2 2 1 5 39
7950 4 1 1 5 7 2 2 2 1 5 39
7951 2 2 1 1 24 10 2 1 1 1 24
7952 2 1 1 1 76 1 1 2 1 1 70
7953 2 1 1 1 57 1 1 2 1 1 54
7954 2 2 6 1 62 1 1 1 6 1 61
7955 2 2 1 1 79 1 1 1 1 1 79
7956 2 2 1 1 36 1 1 1 1 1 43
7956 3 2 1 1 7 2 1 1 1 1 43
7957 2 2 1 1 17 2 2 2 1 1 41
7958 2 2 1 1 56 1 1 1 1 1 56
7959 2 1 1 1 48 1 1 2 1 1 44
7960 2 1 1 1 34 1 1 2 1 1 33
7960 3 1 1 1 8 2 1 2 1 1 33
7960 4 1 1 1 3 2 1 2 1 1 33
7961 2 1 1 1 40 1 1 2 1 1 41
7962 2 1 6 1 68 10 1 2 6 1 62
7963 2 1 1 1 30 10 2 1 1 1 26
7964 2 2 1 1 62 1 1 1 1 1 65
7965 2 2 1 1 48 1 1 1 1 1 48
7965 3 1 1 1 12 2 1 1 1 1 48
7966 2 2 1 1 44 1 1 1 1 1 47
7966 3 2 1 1 18 2 1 1 1 1 47
7966 4 2 1 1 15 2 1 1 1 1 47
7967 2 2 1 1 78 1 1 1 1 1 79
7967 3 2 1 1 48 2 1 1 1 1 79
7968 2 2 1 3 44 1 1 1 8 1 52
7968 3 2 1 3 14 2 1 1 8 1 52
7968 4 1 1 1 11 2 1 1 8 1 52
7969 2 2 1 1 54 1 1 1 1 1 44
7969 3 2 1 1 11 2 1 1 1 1 44
7970 2 2 2 1 11 2 2 2 2 1 31
7971 2 2 1 1 53 1 1 1 1 1 54
7972 2 2 1 2 42 1 1 1 3 2 60
7973 2 1 1 1 39 1 1 2 1 1 37
7973 3 2 1 1 9 2 1 2 1 1 37
7974 2 2 2 1 58 1 2 1 2 1 56
7975 2 2 1 1 66 1 1 1 1 1 65
7976 2 1 1 5 42 1 2 2 1 5 41
7976 3 1 1 5 19 2 2 2 1 5 41
7976 4 2 1 5 62 4 2 2 1 5 41
