"HHIndex" "WithinHHIndex" "Gender" "Race" "Hisp" "Age" "Relate" "Owner"
4526 2 1 1 1 49 2 1
4526 3 2 1 1 13 3 1
4527 1 2 1 1 33 1 2
4527 2 1 9 3 28 2 2
4527 3 1 1 3 15 3 2
4527 4 2 8 3 12 3 2
4527 5 2 1 3 11 3 2
4527 6 1 1 3 8 3 2
4528 1 1 1 5 56 1 2
4528 2 2 1 5 48 2 2
4528 3 1 1 5 20 4 2
4529 1 1 1 1 86 1 1
4529 2 2 1 1 84 2 1
4530 1 2 4 1 24 1 2
4530 2 2 4 1 51 11 2
4530 3 2 4 1 28 11 2
4531 1 2 1 1 75 1 1
4531 2 1 1 1 84 2 1
4531 3 1 1 1 48 3 1
4532 1 2 2 1 36 1 2
4532 2 1 2 1 34 2 2
4532 3 1 2 1 19 3 2
4532 4 1 2 1 11 3 2
4533 1 1 2 1 71 1 1
4533 2 2 2 1 50 2 1
4533 3 2 2 1 21 3 1
4534 1 1 1 1 42 1 1
4534 2 2 1 1 41 2 1
4534 3 1 1 1 11 3 1
4534 4 1 1 1 8 3 1
4535 1 1 1 2 60 1 1
4535 2 1 1 2 16 9 1
4536 1 1 1 1 59 1 1
4536 2 2 1 2 59 2 1
4537 1 2 1 1 67 1 1
4537 2 1 1 1 68 2 1
4538 1 1 7 2 27 1 1
4538 2 2 7 2 26 2 1
4538 3 1 7 2 3 3 1
4539 1 1 1 1 67 1 1
4539 2 2 1 1 66 2 1
4540 1 2 1 1 61 1 1
4540 2 1 1 1 64 2 1
4541 1 2 1 1 74 1 1
4541 2 2 1 1 48 3 1
4541 3 1 1 1 43 3 1
4542 1 1 1 1 44 1 1
4542 2 2 1 1 12 3 1
4542 3 2 1 1 45 11 1
4542 4 2 1 1 11 12 1
4542 5 1 1 1 8 12 1
4543 1 1 1 5 31 1 2
4543 2 2 1 5 5 3 2
4543 3 1 1 5 3 3 2
4543 4 2 1 5 2 3 2
4543 5 1 1 1 29 11 2
4544 1 2 1 1 60 1 1
4544 2 2 1 1 12 3 1
4544 3 2 1 1 81 5 1
4544 4 1 1 1 18 12 1
4544 5 1 1 5 17 12 1
4545 1 1 2 1 48 1 1
4545 2 2 2 1 51 2 1
4546 1 2 1 1 31 1 2
4546 2 1 1 1 30 2 2
4546 3 1 1 1 5 3 2
4547 1 1 1 1 52 1 2
4547 2 1 1 1 21 3 2
4548 1 1 1 1 54 1 1
4548 2 2 1 1 11 3 1
4549 1 2 1 1 26 1 1
4549 2 1 1 2 26 2 1
4549 3 2 1 1 8 3 1
4549 4 2 1 2 5 3 1
4549 5 2 1 2 1 3 1
4550 1 2 1 1 54 1 1
4550 2 1 1 1 58 2 1
4550 3 2 1 1 18 3 1
4551 1 2 1 1 42 1 2
4551 2 1 1 1 16 3 2
4551 3 1 1 1 12 3 2
4552 1 2 1 1 38 1 1
4552 2 1 1 1 42 2 1
4552 3 1 1 1 16 3 1
4553 1 2 1 1 85 1 1
4553 2 1 1 1 41 3 1
4554 1 1 1 1 64 1 1
4554 2 2 1 1 69 2 1
4555 1 1 1 1 50 1 1
4555 2 2 1 1 45 2 1
4555 3 2 1 1 23 3 1
4555 4 1 1 1 17 3 1
4555 5 1 1 1 4 9 1
4556 1 1 1 1 39 1 2
4556 2 2 1 1 39 2 2
4556 3 1 1 1 2 3 2
4557 1 1 1 1 83 1 1
4557 2 2 1 1 83 2 1
4558 1 2 4 1 67 1 1
4558 2 1 4 1 36 3 1
4559 1 2 1 1 72 1 2
4559 2 2 1 1 76 7 2
4560 1 1 1 1 31 1 2
4560 2 2 1 1 30 11 2
4561 1 1 1 1 68 1 1
4561 2 2 1 1 66 2 1
4562 1 2 1 1 40 1 1
4562 2 1 1 1 41 2 1
4562 3 1 1 1 13 3 1
4562 4 1 1 1 11 3 1
4563 1 1 9 5 41 1 1
4563 2 2 8 1 59 2 1
4563 3 2 8 2 26 3 1
4564 1 1 1 1 72 1 2
4564 2 2 1 1 67 2 2
4564 3 2 1 1 95 10 2
4565 1 1 1 1 53 1 1
4565 2 2 1 1 51 2 1
4565 3 2 1 1 11 3 1
4566 1 1 1 1 75 1 1
4566 2 2 1 1 65 2 1
4567 1 1 1 2 34 1 2
4567 2 2 1 2 9 10 2
4567 3 2 1 2 8 10 2
4567 4 2 1 2 36 11 2
4568 1 1 1 1 50 1 1
4568 2 2 1 1 52 2 1
4569 1 1 1 5 37 1 2
4569 2 2 1 5 40 2 2
4569 3 1 1 5 8 3 2
4569 4 2 1 5 5 3 2
4570 1 1 1 1 56 1 1
4570 2 2 1 1 49 2 1
4571 1 2 1 1 51 1 1
4571 2 1 1 1 51 2 1
4571 3 1 1 1 29 3 1
4572 1 2 1 1 53 1 1
4572 2 1 1 1 54 2 1
4573 1 1 1 1 48 1 2
4573 2 2 1 1 46 11 2
4574 1 2 8 2 79 1 1
4574 2 2 1 2 54 3 1
4575 1 1 1 1 46 1 1
4575 2 2 1 1 41 2 1
4575 3 1 1 1 11 3 1
4575 4 1 1 1 9 3 1
4575 5 2 1 1 18 3 1
4576 1 1 1 1 35 1 1
4576 2 2 1 1 36 2 1
4576 3 2 1 1 14 3 1
4576 4 2 1 1 9 3 1
4577 1 1 1 1 45 1 1
4577 2 2 1 1 20 3 1
4577 3 2 1 1 16 3 1
4578 1 1 1 2 35 1 2
4578 2 2 1 1 30 2 2
4578 3 2 1 2 4 3 2
4579 1 1 1 1 66 1 1
4579 2 2 1 1 68 2 1
4580 1 1 1 1 76 1 1
4580 2 2 1 1 77 2 1
4581 1 2 1 1 69 1 1
4581 2 1 1 1 69 2 1
4582 1 1 1 1 60 1 1
4582 2 1 4 1 14 3 1
4582 3 2 4 1 49 11 1
4583 1 2 1 1 51 1 1
4583 2 1 1 1 53 2 1
4583 3 1 1 1 26 3 1
4584 1 2 1 1 42 1 1
4584 2 1 1 1 55 2 1
4584 3 2 1 5 12 9 1
4585 1 1 1 1 36 1 1
4585 2 2 1 1 35 2 1
4586 1 1 8 1 30 1 2
4586 2 2 8 1 25 2 2
4586 3 2 8 1 4 3 2
4586 4 2 8 1 3 3 2
4587 1 2 1 1 42 1 1
4587 2 1 1 1 37 2 1
4587 3 1 1 1 6 3 1
4587 4 2 1 1 4 3 1
4588 1 1 1 2 43 1 1
4588 2 2 1 2 45 2 1
4588 3 1 1 2 18 3 1
4588 4 1 1 1 15 3 1
4588 5 2 1 2 19 3 1
4588 6 2 1 2 19 3 1
4589 1 1 1 1 57 1 1
4589 2 2 1 1 56 2 1
4590 1 2 2 1 23 1 2
4590 2 1 2 1 6 3 2
4591 1 2 2 1 29 1 1
4591 2 2 2 1 6 3 1
4592 1 2 1 2 39 1 1
4592 2 1 1 2 38 2 1
4592 3 2 1 2 3 3 1
4592 4 2 1 2 44 7 1
4592 5 2 1 2 10 10 1
4593 1 1 1 1 47 1 1
4593 2 2 1 1 45 2 1
4593 3 1 1 1 13 3 1
4593 4 2 1 1 7 3 1
4594 1 1 1 1 69 1 1
4594 2 2 1 1 69 2 1
4595 1 1 1 1 38 1 1
4595 2 2 1 1 27 2 1
4595 3 1 1 1 3 3 1
4595 4 1 1 1 1 3 1
4596 1 2 1 1 43 1 1
4596 2 1 1 1 45 2 1
4596 3 2 1 1 17 3 1
4596 4 2 1 1 11 3 1
4597 1 2 1 1 64 1 1
4597 2 1 1 1 70 2 1
4598 1 1 1 4 83 1 2
4598 2 2 1 2 33 9 2
4598 3 1 1 2 12 9 2
4598 4 2 1 2 8 10 2
4599 1 2 1 1 46 1 1
4599 2 1 1 2 49 2 1
4599 3 1 1 2 26 3 1
4599 4 2 1 2 14 3 1
4600 1 2 1 1 29 1 1
4600 2 1 1 1 11 3 1
4600 3 1 1 1 8 3 1
4600 4 1 1 1 5 3 1
4600 5 1 1 1 26 11 1
4601 1 2 2 1 32 1 2
4601 2 1 2 1 25 11 2
4602 1 1 1 1 50 1 1
4602 2 2 1 1 46 2 1
4602 3 1 1 1 23 3 1
4602 4 2 1 1 21 3 1
4602 5 2 1 1 18 3 1
4602 6 1 1 1 12 3 1
4603 1 2 1 1 53 1 1
4603 2 2 1 1 25 3 1
4604 1 1 1 1 57 1 1
4604 2 2 1 1 52 2 1
4604 3 1 1 1 12 3 1
4605 1 2 1 2 53 1 2
4605 2 1 1 2 9 3 2
4606 1 1 1 1 67 1 1
4606 2 1 1 1 44 3 1
4607 1 1 1 1 41 1 2
4607 2 2 1 1 39 11 2
4608 1 2 1 1 45 1 2
4608 2 1 1 1 13 3 2
4609 1 1 1 1 52 1 1
4609 2 2 1 1 43 2 1
4609 3 2 1 1 10 3 1
4609 4 1 1 1 7 3 1
4610 1 1 1 1 32 1 1
4610 2 2 1 1 32 2 1
4610 3 1 1 1 3 3 1
4610 4 1 1 1 1 3 1
4611 1 2 1 1 49 1 1
4611 2 1 1 1 51 2 1
4612 1 1 1 1 69 1 1
4612 2 2 1 1 79 2 1
4613 1 2 1 1 45 1 2
4613 2 1 1 5 45 2 2
4613 3 2 1 1 11 3 2
4614 1 2 1 1 40 1 1
4614 2 1 1 1 40 2 1
4614 3 1 1 1 10 3 1
4614 4 2 1 1 7 3 1
4615 1 1 1 1 65 1 1
4615 2 2 1 1 62 2 1
4615 3 2 1 1 36 3 1
4615 4 2 1 1 32 3 1
4615 5 1 1 1 46 4 1
4615 6 2 1 1 2 10 1
4616 1 2 1 1 70 1 1
4616 2 1 1 1 70 2 1
4617 1 1 1 1 39 1 1
4617 2 2 1 1 39 2 1
4617 3 2 1 1 5 3 1
4617 4 2 1 1 2 3 1
4618 1 1 1 1 70 1 2
4618 2 1 1 1 19 3 2
4619 1 2 1 1 40 1 2
4619 2 1 1 2 52 2 2
4620 1 2 1 1 68 1 1
4620 2 1 1 1 70 2 1
4621 1 1 1 1 51 1 1
4621 2 2 1 1 21 3 1
4621 3 2 1 1 18 3 1
4621 4 2 1 1 16 3 1
4622 1 1 1 1 71 1 1
4622 2 2 1 1 67 2 1
4623 1 1 1 1 94 1 1
4623 2 2 1 1 86 2 1
4624 1 1 7 5 45 1 2
4624 2 2 7 5 38 11 2
4625 1 1 1 1 66 1 1
4625 2 2 1 1 64 2 1
4626 1 1 1 1 63 1 1
4626 2 2 1 1 62 2 1
4627 1 2 1 1 82 1 1
4627 2 1 1 1 84 2 1
4628 1 1 1 1 57 1 1
4628 2 2 1 1 59 2 1
4628 3 2 1 1 32 3 1
4629 1 1 1 1 62 1 1
4629 2 2 1 1 58 2 1
4630 1 1 7 3 29 1 2
4630 2 2 7 4 29 2 2
4630 3 2 7 3 1 3 2
4630 4 2 7 4 1 3 2
4631 1 1 1 1 61 1 2
4631 2 2 1 1 59 2 2
4632 1 1 1 1 64 1 1
4632 2 2 1 1 66 2 1
4632 3 1 1 1 42 3 1
4632 4 2 1 2 7 9 1
4632 5 2 1 2 24 4 1
4633 1 1 1 1 50 1 1
4633 2 2 1 1 47 2 1
4633 3 2 1 1 19 3 1
4633 4 2 1 1 16 3 1
4634 1 2 1 1 40 1 1
4634 2 1 1 1 38 2 1
4634 3 2 1 1 17 3 1
4634 4 2 1 1 14 3 1
4635 1 2 1 1 64 1 1
4635 2 1 1 1 63 2 1
4636 1 1 1 1 54 1 1
4636 2 2 1 1 55 2 1
4636 3 1 1 1 29 3 1
4637 1 2 2 1 74 1 1
4637 2 2 2 1 28 9 1
4638 1 2 1 1 56 1 1
4638 2 1 1 1 56 2 1
4639 1 1 1 1 75 1 2
4639 2 2 1 1 47 3 2
4640 1 2 1 1 33 1 1
4640 2 1 1 1 29 2 1
4640 3 1 1 1 2 3 1
4641 1 2 1 1 38 1 1
4641 2 1 1 1 42 2 1
4641 3 1 1 1 10 3 1
4641 4 2 1 1 8 3 1
4642 1 2 1 1 59 1 1
4642 2 1 1 1 62 2 1
4642 3 1 1 1 26 3 1
4643 1 1 1 1 65 1 1
4643 2 2 1 1 60 2 1
4644 1 2 7 2 70 1 2
4644 2 2 8 2 18 9 2
4644 3 2 8 2 16 9 2
4644 4 1 8 2 16 9 2
4645 1 1 1 1 34 1 1
4645 2 1 1 1 7 3 1
4645 3 1 1 1 17 3 1
4645 4 2 1 1 36 11 1
4646 1 2 1 1 30 1 2
4646 2 2 1 1 13 3 2
4646 3 1 1 1 11 3 2
4646 4 2 1 1 5 3 2
4647 1 1 1 1 78 1 1
4647 2 2 1 1 75 2 1
4648 1 2 7 2 27 1 2
4648 2 1 1 1 25 2 2
4649 1 1 1 1 76 1 1
4649 2 2 1 1 76 2 1
4650 1 1 2 1 24 1 2
4650 2 2 2 1 24 2 2
4651 1 1 6 1 32 1 2
4651 2 2 6 1 32 2 2
4652 1 2 1 1 28 1 1
4652 2 1 1 1 31 2 1
4652 3 2 1 1 3 3 1
4653 1 1 1 1 31 1 1
4653 2 2 1 1 28 2 1
4654 1 1 2 1 51 1 2
4654 2 1 2 1 22 3 2
4654 3 1 2 1 19 3 2
4654 4 1 2 1 20 10 2
4655 1 2 2 1 50 1 1
4655 2 1 2 1 53 2 1
4655 3 2 2 1 18 3 1
4655 4 1 2 1 15 3 1
4656 1 2 2 1 40 1 2
4656 2 1 2 1 22 3 2
4656 3 1 2 1 20 3 2
4657 1 1 7 2 37 1 2
4657 2 2 7 2 38 7 2
4657 3 1 7 2 23 7 2
4657 4 2 7 2 21 7 2
4657 5 1 7 2 7 10 2
4658 1 2 1 1 32 1 1
4658 2 1 1 1 32 2 1
4658 3 2 1 1 16 3 1
4658 4 2 1 1 11 3 1
4658 5 1 1 1 9 3 1
4658 6 2 1 1 5 3 1
4659 1 1 1 5 77 1 1
4659 2 2 1 5 72 2 1
4660 1 1 1 1 48 1 1
4660 2 1 1 1 16 3 1
4661 1 2 3 1 61 1 1
4661 2 1 3 1 61 2 1
4662 1 1 1 1 39 1 1
4662 2 2 1 1 40 2 1
4662 3 1 1 1 9 3 1
4662 4 1 1 1 6 3 1
4663 1 1 2 1 59 1 1
4663 2 2 2 1 62 2 1
4664 1 1 1 1 30 1 1
4664 2 2 1 1 28 11 1
4665 1 1 1 1 48 1 1
4665 2 2 1 1 49 2 1
4665 3 1 1 1 16 3 1
4665 4 2 1 1 15 3 1
4666 1 1 1 1 72 1 1
4666 2 2 1 1 69 2 1
4667 1 2 1 1 46 1 1
4667 2 1 1 1 44 2 1
4667 3 1 1 1 14 3 1
4667 4 2 1 1 13 3 1
4667 5 2 1 1 7 3 1
4668 1 2 1 1 35 1 2
4668 2 1 1 1 32 2 2
4669 1 2 2 1 39 1 2
4669 2 2 2 1 15 3 2
4669 3 1 2 1 13 3 2
4669 4 1 2 1 10 3 2
4669 5 2 2 1 8 3 2
4669 6 2 2 1 7 3 2
4670 1 1 1 1 53 1 1
4670 2 2 1 1 53 2 1
4671 1 1 4 1 63 1 1
4671 2 2 4 1 54 2 1
4672 1 2 1 1 42 1 1
4672 2 2 1 1 18 3 1
4672 3 1 1 1 42 11 1
4673 1 2 1 2 22 1 2
4673 2 2 1 2 5 3 2
4673 3 1 1 2 3 3 2
4673 4 1 1 2 17 7 2
4673 5 1 1 2 25 11 2
4674 1 1 1 1 59 1 1
4674 2 2 1 1 59 2 1
4675 1 1 1 1 60 1 1
4675 2 2 1 1 56 2 1
4675 3 1 1 1 18 3 1
4675 4 1 1 1 15 3 1
4676 1 1 1 1 70 1 1
4676 2 2 1 1 70 2 1
4677 1 2 1 2 54 1 1
4677 2 1 1 5 52 2 1
4678 1 1 1 1 45 1 1
4678 2 2 1 1 50 2 1
4678 3 1 1 1 16 3 1
4678 4 1 1 1 14 3 1
4679 1 2 1 1 47 1 1
4679 2 1 1 1 45 2 1
4680 1 1 1 1 63 1 1
4680 2 2 1 1 53 2 1
4680 3 1 1 1 25 3 1
4680 4 1 1 1 23 3 1
4681 1 1 1 1 48 1 2
4681 2 1 1 1 7 3 2
4681 3 2 1 1 43 11 2
4681 4 2 1 1 18 12 2
4682 1 1 1 1 76 1 1
4682 2 2 1 1 76 2 1
4683 1 1 1 1 45 1 1
4683 2 2 1 1 45 2 1
4683 3 2 1 1 23 3 1
4683 4 1 1 1 20 3 1
4684 1 1 1 1 68 1 1
4684 2 2 1 1 68 2 1
4685 1 2 1 1 32 1 2
4685 2 1 1 1 34 2 2
4685 3 2 1 1 14 3 2
4686 1 2 1 1 56 1 1
4686 2 1 1 1 58 2 1
4687 1 2 1 1 79 1 1
4687 2 2 1 1 55 3 1
4687 3 1 1 1 53 11 1
4688 1 2 1 1 28 1 1
4688 2 1 1 1 34 2 1
4689 1 2 1 1 49 1 1
4689 2 2 1 1 18 3 1
4690 1 1 1 1 49 1 1
4690 2 2 1 1 43 2 1
4690 3 2 1 1 22 3 1
4691 1 1 1 1 59 1 1
4691 2 2 1 1 55 2 1
4691 3 2 1 1 18 3 1
4691 4 1 1 1 16 3 1
4692 1 2 1 1 42 1 2
4692 2 2 1 1 10 3 2
4693 1 1 1 1 54 1 1
4693 2 2 1 1 61 2 1
4693 3 2 1 1 21 3 1
4694 1 1 1 1 32 1 2
4694 2 2 1 1 7 3 2
4694 3 1 1 1 6 3 2
4694 4 2 1 1 28 10 2
4694 5 2 1 1 10 10 2
4695 1 2 1 1 25 1 2
4695 2 1 1 1 6 3 2
4695 3 1 1 1 3 3 2
4695 4 1 1 1 1 3 2
4695 5 1 1 1 30 11 2
4696 1 2 1 1 72 1 1
4696 2 1 1 1 71 2 1
4697 1 2 1 1 44 1 1
4697 2 1 1 1 46 2 1
4697 3 1 1 1 18 3 1
4697 4 1 1 1 15 3 1
4697 5 2 1 1 10 3 1
4698 1 2 1 1 64 1 1
4698 2 1 1 1 36 3 1
4698 3 1 1 1 33 3 1
4698 4 2 1 1 11 9 1
4698 5 1 1 1 9 9 1
4698 6 2 1 1 34 4 1
4699 1 2 1 1 68 1 1
4699 2 1 1 1 76 2 1
4700 1 1 1 1 64 1 1
4700 2 2 1 1 64 2 1
4700 3 2 1 1 17 3 1
4701 1 2 1 1 56 1 1
4701 2 1 1 1 32 3 1
4702 1 2 1 1 46 1 1
4702 2 1 1 1 49 2 1
4702 3 1 1 1 19 3 1
4702 4 1 1 1 15 3 1
4703 1 1 1 1 53 1 1
4703 2 2 1 1 51 2 1
4703 3 2 1 1 76 5 1
4704 1 1 1 1 30 1 2
4704 2 2 1 1 30 2 2
4705 1 1 1 1 64 1 1
4705 2 2 1 1 58 2 1
4705 3 1 1 1 95 5 1
4705 4 2 1 1 89 5 1
4705 5 1 1 1 66 10 1
4706 1 1 1 1 51 1 1
4706 2 2 1 1 48 2 1
4706 3 2 1 1 15 3 1
4706 4 1 1 1 10 3 1
4706 5 1 1 1 10 3 1
4707 1 1 1 1 24 1 2
4707 2 1 8 2 34 11 2
4708 1 2 2 1 73 1 2
4708 2 2 2 1 24 10 2
4709 1 2 2 1 71 1 1
4709 2 1 2 1 76 2 1
4709 3 2 2 1 40 3 1
4710 1 2 1 1 30 1 2
4710 2 2 1 1 4 3 2
4711 1 1 1 1 72 1 1
4711 2 2 1 1 70 2 1
4712 1 2 1 3 31 1 2
4712 2 1 1 1 29 11 2
4713 1 1 1 5 38 1 2
4713 2 1 1 5 8 3 2
4713 3 2 1 5 31 11 2
4714 1 1 6 1 61 1 1
4714 2 2 6 1 60 2 1
4715 1 2 2 1 46 1 2
4715 2 1 2 1 22 3 2
4715 3 1 2 1 18 3 2
4715 4 2 2 1 9 9 2
4716 1 1 1 2 18 1 1
4716 2 2 1 2 65 10 1
4716 3 1 1 2 16 10 1
4717 1 2 1 1 60 1 1
4717 2 1 1 1 54 2 1
4717 3 1 1 1 18 9 1
4718 1 2 1 1 50 1 2
4718 2 1 1 1 25 3 2
4718 3 1 1 2 54 11 2
4718 4 2 1 2 25 12 2
4719 1 1 1 1 57 1 2
4719 2 2 1 1 62 2 2
4720 1 1 1 1 60 1 1
4720 2 2 1 1 60 2 1
4720 3 2 1 1 17 3 1
4721 1 1 1 1 56 1 1
4721 2 2 1 1 57 2 1
4722 1 1 1 2 53 1 2
4722 2 1 1 2 20 3 2
4722 3 2 1 2 18 3 2
4723 1 1 1 1 28 1 1
4723 2 2 1 1 45 5 1
4724 1 1 1 1 53 1 1
4724 2 2 1 1 43 2 1
4724 3 1 1 1 9 3 1
4725 1 2 7 2 36 1 2
4725 2 1 7 2 16 3 2
4725 3 2 7 2 15 3 2
4725 4 1 7 2 11 3 2
4725 5 1 7 2 9 3 2
4726 1 2 1 1 46 1 1
4726 2 2 1 1 29 3 1
4726 3 2 1 1 1 9 1
4727 1 2 1 1 41 1 1
4727 2 1 1 1 41 2 1
4727 3 2 1 1 11 3 1
4727 4 2 1 1 9 3 1
4728 1 2 1 1 60 1 1
4728 2 1 1 1 74 2 1
4729 1 1 1 1 51 1 1
4729 2 2 1 1 49 2 1
4729 3 2 1 1 16 3 1
4729 4 2 1 1 8 3 1
4730 1 1 1 1 75 1 1
4730 2 2 1 1 71 2 1
4731 1 1 1 1 81 1 1
4731 2 2 1 1 81 2 1
4732 1 2 1 2 38 1 1
4732 2 1 1 2 44 2 1
4732 3 1 1 2 17 3 1
4732 4 2 1 2 14 3 1
4732 5 1 1 2 63 5 1
4732 6 2 1 2 56 5 1
4733 1 1 2 1 39 1 1
4733 2 2 2 1 39 2 1
4733 3 2 2 1 6 3 1
4733 4 1 2 1 1 3 1
4734 1 1 7 1 54 1 1
4734 2 1 9 1 16 3 1
4735 1 1 1 1 61 1 1
4735 2 2 1 1 60 2 1
4735 3 2 1 1 36 3 1
4735 4 1 1 1 32 3 1
4735 5 1 1 1 5 9 1
4736 1 1 1 1 26 1 1
4736 2 2 1 1 26 2 1
4736 3 1 1 1 1 3 1
4737 1 1 1 1 33 1 1
4737 2 2 1 1 33 2 1
4738 1 1 1 1 66 1 1
4738 2 2 1 1 59 2 1
4739 1 1 7 1 34 1 1
4739 2 2 7 1 35 2 1
4739 3 2 7 1 7 3 1
4739 4 1 7 1 5 3 1
4740 1 2 1 1 27 1 2
4740 2 2 1 1 27 11 2
4740 3 2 1 1 26 11 2
4740 4 2 1 1 26 11 2
4741 1 1 4 1 55 1 1
4741 2 2 4 1 54 2 1
4741 3 1 4 1 9 3 1
4742 1 1 2 1 65 1 2
4742 2 2 2 1 49 2 2
4743 1 2 1 1 48 1 1
4743 2 1 1 1 49 2 1
4743 3 1 1 1 15 3 1
4743 4 2 1 1 12 3 1
4744 1 1 1 1 48 1 1
4744 2 1 1 1 21 3 1
4744 3 2 1 1 40 11 1
4744 4 2 1 1 21 12 1
4745 1 1 1 1 71 1 1
4745 2 2 1 1 68 2 1
4746 1 2 1 1 66 1 1
4746 2 1 1 1 66 2 1
4747 1 1 1 1 70 1 1
4747 2 2 1 1 62 2 1
4748 1 2 6 1 41 1 1
4748 2 1 6 1 39 2 1
4748 3 2 6 1 7 3 1
4748 4 1 6 1 5 3 1
4748 5 2 6 1 65 5 1
4749 1 2 1 1 63 1 1
4749 2 1 1 1 59 2 1
4750 1 1 1 1 42 1 2
4750 2 2 1 1 40 2 2
4750 3 1 1 1 1 3 2
4751 1 1 1 1 61 1 1
4751 2 2 1 1 63 2 1
4752 1 1 1 2 48 1 1
4752 2 1 1 2 39 7 1
4752 3 1 1 2 74 5 1
4753 1 1 1 1 88 1 1
4753 2 2 1 1 87 2 1
4754 1 2 1 1 48 1 1
4754 2 1 1 1 21 3 1
4755 1 1 1 1 79 1 1
4755 2 2 1 1 69 2 1
4756 1 1 1 1 28 1 2
4756 2 2 1 5 27 2 2
4756 3 1 1 1 27 10 2
4757 1 1 1 1 79 1 1
4757 2 2 1 1 79 2 1
4758 1 2 1 1 48 1 1
4758 2 1 1 1 48 2 1
4759 1 2 1 2 38 1 2
4759 2 1 1 2 18 3 2
4759 3 1 1 2 14 3 2
4759 4 2 1 2 9 3 2
4760 1 1 1 1 25 1 1
4760 2 2 1 1 67 10 1
4761 1 2 1 1 37 1 1
4761 2 2 1 1 16 3 1
4761 3 2 1 1 14 3 1
4761 4 2 1 1 11 3 1
4761 5 1 1 1 8 3 1
4761 6 1 1 1 37 10 1
4762 1 2 2 1 67 1 2
4762 2 1 2 1 71 2 2
4763 1 2 1 1 42 1 1
4763 2 1 1 1 15 3 1
4764 1 2 2 1 27 1 2
4764 2 1 2 1 28 2 2
4765 1 1 1 1 61 1 1
4765 2 2 1 1 52 2 1
4765 3 2 1 1 26 3 1
4766 1 1 1 1 52 1 1
4766 2 2 1 1 51 2 1
4766 3 2 1 1 20 3 1
4766 4 1 1 1 17 3 1
4767 1 1 6 1 50 1 2
4767 2 2 6 1 47 2 2
4767 3 1 6 1 22 3 2
4767 4 2 6 1 17 3 2
4768 1 1 1 1 64 1 1
4768 2 2 1 1 65 2 1
4769 1 1 1 2 70 1 1
4769 2 2 1 2 64 2 1
4769 3 2 1 2 41 3 1
4769 4 1 1 2 12 9 1
4769 5 1 1 2 10 9 1
4770 1 2 1 1 28 1 2
4770 2 1 1 1 27 11 2
4771 1 2 1 1 47 1 1
4771 2 1 1 1 63 2 1
4772 1 1 1 1 74 1 1
4772 2 2 1 1 66 2 1
4773 1 2 1 1 47 1 1
4773 2 1 1 1 18 3 1
4773 3 1 1 1 46 11 1
4774 1 1 1 1 39 1 1
4774 2 2 6 1 29 2 1
4774 3 1 1 1 18 3 1
4775 1 1 1 1 65 1 1
4775 2 2 1 1 66 2 1
4775 3 1 1 1 37 3 1
4776 1 2 1 1 55 1 1
4776 2 1 1 1 57 2 1
4777 1 2 1 1 66 1 1
4777 2 1 1 1 72 2 1
4778 1 2 1 1 58 1 1
4778 2 2 1 1 28 3 1
4779 1 2 1 1 38 1 1
4779 2 1 1 1 38 2 1
4779 3 1 1 1 8 3 1
4779 4 2 1 1 4 3 1
4780 1 1 1 1 65 1 1
4780 2 2 1 1 59 2 1
4781 1 1 1 1 66 1 1
4781 2 2 1 1 67 2 1
4782 1 1 1 1 71 1 1
4782 2 2 1 1 53 2 1
4783 1 1 1 1 62 1 1
4783 2 2 1 1 62 2 1
4783 3 1 1 1 32 3 1
4784 1 2 1 1 56 1 2
4784 2 1 8 1 20 3 2
4784 3 1 2 1 51 11 2
4785 1 1 1 1 38 1 1
4785 2 2 1 1 34 2 1
4785 3 1 1 1 1 3 1
4786 1 1 1 1 75 1 1
4786 2 2 1 1 73 2 1
4787 1 1 1 1 73 1 1
4787 2 2 1 1 72 2 1
4788 1 2 1 1 56 1 2
4788 2 1 1 1 56 2 2
4788 3 1 1 1 19 3 2
4788 4 2 1 1 82 5 2
4789 1 1 1 1 52 1 2
4789 2 2 1 1 62 2 2
4790 1 1 1 1 44 1 2
4790 2 2 1 1 42 11 2
4790 3 2 1 1 15 12 2
4791 1 2 1 1 34 1 1
4791 2 1 1 1 14 3 1
4791 3 2 1 1 9 3 1
4792 1 2 8 3 32 1 1
4792 2 1 1 1 33 2 1
4792 3 1 8 3 1 3 1
4793 1 2 1 1 74 1 1
4793 2 1 1 1 76 2 1
4794 1 1 2 1 32 1 1
4794 2 2 4 1 28 2 1
4795 1 2 1 1 58 1 2
4795 2 1 1 1 57 2 2
4795 3 1 1 1 39 3 2
4795 4 1 1 1 28 3 2
4796 1 2 1 1 45 1 1
4796 2 1 1 1 47 2 1
4796 3 1 1 1 18 3 1
4796 4 1 1 1 14 3 1
4797 1 1 1 1 65 1 1
4797 2 2 1 1 64 2 1
4798 1 2 1 1 54 1 1
4798 2 1 1 1 57 2 1
4799 1 1 2 1 48 1 1
4799 2 2 2 1 43 2 1
4799 3 1 2 1 18 3 1
4800 1 1 1 2 72 1 1
4800 2 2 1 2 68 2 1
4801 1 2 1 1 45 1 1
4801 2 1 1 1 48 2 1
4801 3 2 1 1 15 3 1
4801 4 2 1 1 12 3 1
4802 1 1 1 1 48 1 1
4802 2 2 1 1 48 2 1
4803 1 2 2 1 48 1 1
4803 2 1 2 1 24 3 1
