Hhindex,pernum,sex,race,sthn,age,relate,ownership,householdsize
5811,1,1,1,1,59,1,1,3
5811,2,2,1,1,60,2,1,3
5811,3,1,1,1,56,7,1,3
5812,1,1,2,1,85,1,1,2
5812,2,2,2,1,82,2,1,2
5813,1,2,1,1,57,1,2,3
5813,2,1,1,1,4,12,2,3
5813,3,1,1,1,60,12,2,3
5814,1,1,1,1,65,1,1,2
5814,2,2,1,1,55,2,1,2
5815,1,1,1,1,80,1,1,2
5815,2,2,1,1,76,2,1,2
5816,1,1,1,1,62,1,1,2
5816,2,2,1,1,46,11,1,2
5817,1,2,1,2,51,1,1,2
5817,2,2,1,1,20,3,1,2
5818,1,1,1,2,34,1,1,4
5818,2,1,1,5,55,10,1,4
5818,3,2,2,2,53,10,1,4
5818,4,1,1,2,19,10,1,4
5819,1,2,1,2,37,1,2,3
5819,2,1,1,2,37,2,2,3
5819,3,2,1,2,16,3,2,3
5820,1,1,1,1,68,1,1,2
5820,2,1,1,1,44,3,1,2
5821,1,1,1,1,78,1,1,2
5821,2,2,1,1,68,2,1,2
5822,1,2,1,1,68,1,1,2
5822,2,1,1,1,44,3,1,2
5823,1,2,1,1,71,1,1,2
5823,2,1,1,1,73,2,1,2
5824,1,1,1,1,39,1,1,4
5824,2,2,1,1,39,2,1,4
5824,3,1,1,1,14,3,1,4
5824,4,2,1,1,18,3,1,4
5825,1,2,1,1,75,1,1,2
5825,2,1,1,1,76,2,1,2
5826,1,2,1,1,65,1,1,2
5826,2,1,1,1,64,2,1,2
5827,1,1,8,1,80,1,1,2
5827,2,2,1,1,75,2,1,2
5828,1,1,1,1,63,1,1,2
5828,2,2,1,1,62,2,1,2
5829,1,1,1,1,36,1,2,4
5829,2,2,1,1,39,2,2,4
5829,3,1,1,1,9,3,2,4
5829,4,2,1,1,7,3,2,4
5830,1,2,1,1,74,1,1,2
5830,2,1,1,1,73,2,1,2
5831,1,2,3,1,51,1,1,3
5831,2,1,3,1,26,10,1,3
5831,3,1,3,1,44,11,1,3
5832,1,1,1,1,61,1,1,2
5832,2,2,1,1,61,2,1,2
5833,1,2,6,1,43,1,1,3
5833,2,1,6,1,43,2,1,3
5833,3,1,6,1,14,3,1,3
5834,1,1,6,1,39,1,2,3
5834,2,2,6,1,30,2,2,3
5834,3,2,6,1,5,3,2,3
5835,1,1,1,1,57,1,1,2
5835,2,2,1,1,50,2,1,2
5836,1,2,1,1,54,1,1,2
5836,2,1,1,1,51,2,1,2
5837,1,2,1,1,68,1,1,2
5837,2,1,1,1,63,2,1,2
5838,1,2,3,1,23,1,1,2
5838,2,2,3,2,2,3,1,2
5839,1,1,2,1,71,1,1,2
5839,2,2,2,1,63,2,1,2
5840,1,1,1,1,68,1,1,2
5840,2,2,1,1,68,2,1,2
5841,1,1,2,1,43,1,1,4
5841,2,2,8,1,43,2,1,4
5841,3,2,9,1,20,3,1,4
5841,4,1,9,1,17,3,1,4
5842,1,2,1,1,62,1,1,2
5842,2,1,1,1,65,11,1,2
5843,1,2,1,1,33,1,1,3
5843,2,1,1,1,32,2,1,3
5843,3,2,1,1,2,3,1,3
5844,1,1,1,1,87,1,1,2
5844,2,2,1,1,93,11,1,2
5845,1,1,1,1,76,1,1,2
5845,2,2,1,1,73,2,1,2
5846,1,1,1,1,31,1,1,2
5846,2,2,1,2,28,11,1,2
5847,1,1,1,1,46,1,1,4
5847,2,2,7,2,46,2,1,4
5847,3,1,7,2,20,3,1,4
5847,4,1,7,2,16,3,1,4
5848,1,2,6,1,52,1,2,3
5848,2,1,6,1,24,3,2,3
5848,3,1,6,1,20,3,2,3
5849,1,2,1,1,25,1,2,2
5849,2,1,1,1,29,2,2,2
5850,1,2,1,1,44,1,2,4
5850,2,1,2,1,50,2,2,4
5850,3,1,8,1,12,3,2,4
5850,4,2,8,1,11,3,2,4
5851,1,1,1,1,68,1,1,2
5851,2,2,1,1,67,2,1,2
5852,1,1,7,5,61,1,2,4
5852,2,2,7,5,59,2,2,4
5852,3,1,7,5,30,3,2,4
5852,4,1,7,5,19,3,2,4
5853,1,1,1,1,65,1,2,2
5853,2,2,1,1,57,2,2,2
5854,1,2,1,2,52,1,2,2
5854,2,1,1,1,54,2,2,2
5855,1,1,2,1,67,1,1,2
5855,2,2,2,1,65,2,1,2
5856,1,1,1,1,72,1,1,2
5856,2,2,1,1,69,2,1,2
5857,1,2,1,1,53,1,1,4
5857,2,1,1,1,59,2,1,4
5857,3,1,1,1,24,3,1,4
5857,4,2,1,1,22,3,1,4
5858,1,1,2,1,90,1,1,3
5858,2,2,2,1,89,2,1,3
5858,3,1,2,1,43,9,1,3
5859,1,1,1,1,76,1,1,2
5859,2,2,1,1,75,2,1,2
5860,1,1,1,1,41,1,1,2
5860,2,2,1,1,13,3,1,2
5861,1,1,1,1,79,1,1,2
5861,2,2,1,1,77,2,1,2
5862,1,1,1,1,49,1,1,3
5862,2,2,1,1,51,2,1,3
5862,3,1,1,1,17,3,1,3
5863,1,1,1,1,52,1,1,2
5863,2,2,1,1,51,2,1,2
5864,1,1,8,1,57,1,1,2
5864,2,2,9,1,31,3,1,2
5865,1,1,1,1,79,1,1,2
5865,2,2,1,1,71,2,1,2
5866,1,2,1,1,42,1,2,3
5866,2,2,1,1,8,3,2,3
5866,3,2,1,1,6,3,2,3
5867,1,1,6,1,51,1,2,4
5867,2,2,6,1,48,2,2,4
5867,3,2,6,1,20,3,2,4
5867,4,1,6,1,14,3,2,4
5868,1,1,1,2,71,1,1,2
5868,2,2,1,2,65,2,1,2
5869,1,1,1,1,41,1,1,4
5869,2,2,1,1,36,2,1,4
5869,3,2,1,1,9,3,1,4
5869,4,1,1,1,6,3,1,4
5870,1,2,8,1,23,1,2,2
5870,2,1,1,1,30,2,2,2
5871,1,1,1,1,46,1,1,4
5871,2,2,1,1,43,2,1,4
5871,3,1,1,1,14,3,1,4
5871,4,1,1,1,12,3,1,4
5872,1,1,1,1,66,1,1,2
5872,2,2,1,1,66,2,1,2
5873,1,1,1,1,65,1,1,2
5873,2,2,1,1,61,2,1,2
5874,1,2,7,2,85,1,2,2
5874,2,2,7,2,53,3,2,2
5875,1,1,1,2,25,1,2,2
5875,2,1,1,1,25,11,2,2
5876,1,1,1,1,62,1,1,2
5876,2,2,7,2,56,2,1,2
5877,1,1,1,1,73,1,1,2
5877,2,2,1,1,69,2,1,2
5878,1,2,2,1,51,1,2,3
5878,2,1,2,1,52,2,2,3
5878,3,2,2,1,29,3,2,3
5879,1,1,7,2,42,1,2,4
5879,2,2,7,2,43,2,2,4
5879,3,1,7,2,35,7,2,4
5879,4,1,7,2,31,7,2,4
5880,1,2,1,2,47,1,2,2
5880,2,2,1,2,10,3,2,2
5881,1,1,1,1,61,1,2,2
5881,2,2,1,1,66,2,2,2
5882,1,2,1,1,41,1,2,3
5882,2,1,1,1,14,3,2,3
5882,3,1,1,1,10,3,2,3
5883,1,2,1,1,44,1,1,3
5883,2,1,1,1,49,2,1,3
5883,3,2,1,1,15,3,1,3
5884,1,2,1,1,63,1,1,3
5884,2,2,1,1,38,3,1,3
5884,3,1,1,1,1,9,1,3
5885,1,1,1,1,68,1,1,3
5885,2,2,1,1,65,2,1,3
5885,3,1,1,1,28,3,1,3
5886,1,1,7,5,52,1,2,2
5886,2,2,7,5,54,2,2,2
5887,1,1,1,1,67,1,1,2
5887,2,2,1,1,62,2,1,2
5888,1,2,1,1,80,1,1,2
5888,2,1,1,1,82,2,1,2
5889,1,2,1,1,57,1,1,3
5889,2,1,1,1,57,2,1,3
5889,3,2,1,1,25,3,1,3
5890,1,2,2,1,49,1,1,4
5890,2,1,2,1,64,2,1,4
5890,3,2,2,1,12,3,1,4
5890,4,2,2,1,4,3,1,4
5891,1,1,1,1,75,1,1,2
5891,2,2,1,1,71,2,1,2
5892,1,2,4,1,58,1,2,4
5892,2,1,4,1,58,2,2,4
5892,3,2,4,1,31,3,2,4
5892,4,2,4,1,26,3,2,4
5893,1,2,1,2,35,1,2,4
5893,2,1,1,2,37,2,2,4
5893,3,2,1,2,11,3,2,4
5893,4,1,1,2,9,3,2,4
5894,1,2,8,1,34,1,2,4
5894,2,2,8,1,18,3,2,4
5894,3,2,8,1,11,3,2,4
5894,4,1,8,1,8,3,2,4
5895,1,2,1,1,60,1,1,2
5895,2,2,1,1,10,3,1,2
5896,1,2,1,1,55,1,1,3
5896,2,1,1,1,50,2,1,3
5896,3,2,1,1,31,3,1,3
5897,1,2,1,1,26,1,2,2
5897,2,1,1,1,26,11,2,2
5898,1,1,1,1,31,1,2,2
5898,2,1,1,1,58,5,2,2
5899,1,2,1,1,60,1,1,2
5899,2,2,1,1,62,12,1,2
5900,1,1,6,1,60,1,2,2
5900,2,2,6,1,50,2,2,2
5901,1,1,1,1,40,1,1,2
5901,2,2,1,1,40,2,1,2
5902,1,1,1,1,60,1,1,2
5902,2,2,1,1,58,2,1,2
5903,1,2,1,2,23,1,2,3
5903,2,2,1,2,19,7,2,3
5903,3,1,1,2,38,10,2,3
5904,1,2,1,1,23,1,2,2
5904,2,2,1,1,23,11,2,2
5905,1,1,1,1,81,1,1,2
5905,2,2,1,1,79,2,1,2
5906,1,2,1,1,76,1,1,3
5906,2,1,1,1,52,3,1,3
5906,3,2,1,1,53,4,1,3
5907,1,1,1,1,60,1,1,2
5907,2,2,1,1,49,2,1,2
5908,1,1,1,1,64,1,1,4
5908,2,2,1,1,58,2,1,4
5908,3,1,1,1,26,3,1,4
5908,4,2,1,1,21,3,1,4
5909,1,1,1,2,75,1,1,2
5909,2,2,1,2,76,2,1,2
5910,1,1,1,5,50,1,1,4
5910,2,2,1,5,50,2,1,4
5910,3,1,1,5,28,3,1,4
5910,4,2,1,5,21,3,1,4
5911,1,1,6,1,40,1,1,4
5911,2,2,6,1,33,2,1,4
5911,3,1,6,1,8,3,1,4
5911,4,2,6,1,2,3,1,4
5912,1,2,1,1,26,1,2,2
5912,2,1,1,1,30,2,2,2
5913,1,1,1,1,82,1,1,2
5913,2,2,1,1,73,2,1,2
5914,1,1,1,1,53,1,1,4
5914,2,2,1,1,50,2,1,4
5914,3,2,1,1,19,3,1,4
5914,4,2,1,1,12,3,1,4
5915,1,1,1,1,52,1,1,3
5915,2,2,7,1,3,3,1,3
5915,3,2,2,1,42,11,1,3
5916,1,1,3,2,41,1,2,2
5916,2,2,3,2,16,3,2,2
5917,1,2,2,1,29,1,2,4
5917,2,1,2,1,14,3,2,4
5917,3,1,1,1,7,3,2,4
5917,4,1,2,1,6,3,2,4
5918,1,2,1,1,82,1,1,2
5918,2,1,1,1,94,2,1,2
5919,1,2,7,5,65,1,1,3
5919,2,1,7,5,65,2,1,3
5919,3,1,7,5,57,12,1,3
5920,1,1,1,1,47,1,2,4
5920,2,2,1,1,47,2,2,4
5920,3,1,1,1,17,3,2,4
5920,4,2,1,1,13,3,2,4
5921,1,1,1,1,69,1,1,2
5921,2,2,1,1,66,2,1,2
5922,1,1,1,1,45,1,2,4
5922,2,2,1,3,14,3,2,4
5922,3,1,1,3,13,3,2,4
5922,4,1,1,3,10,3,2,4
5923,1,1,1,1,63,1,1,2
5923,2,2,1,1,58,2,1,2
5924,1,2,1,1,26,1,1,2
5924,2,1,1,1,30,2,1,2
5925,1,1,6,1,45,1,1,4
5925,2,2,6,1,43,2,1,4
5925,3,1,6,1,9,3,1,4
5925,4,2,6,1,6,3,1,4
5926,1,2,2,1,47,1,1,4
5926,2,1,2,1,49,2,1,4
5926,3,2,2,1,23,3,1,4
5926,4,1,2,1,18,3,1,4
5927,1,2,6,1,52,1,1,4
5927,2,1,1,1,52,2,1,4
5927,3,1,8,1,26,3,1,4
5927,4,2,6,1,89,5,1,4
5928,1,1,1,1,24,1,2,2
5928,2,1,1,1,23,11,2,2
5929,1,1,1,1,26,1,1,2
5929,2,2,1,1,26,2,1,2
5930,1,2,4,1,39,1,1,4
5930,2,1,4,1,35,2,1,4
5930,3,2,4,1,2,3,1,4
5930,4,2,4,1,64,5,1,4
5931,1,2,1,1,40,1,2,2
5931,2,1,1,1,28,11,2,2
5932,1,1,1,1,44,1,1,2
5932,2,2,1,1,48,2,1,2
5933,1,1,1,1,60,1,2,2
5933,2,1,1,1,48,11,2,2
5934,1,2,1,1,51,1,1,2
5934,2,1,1,4,53,2,1,2
5935,1,1,1,1,35,1,1,3
5935,2,2,6,1,37,2,1,3
5935,3,2,8,1,2,3,1,3
5936,1,1,1,1,39,1,1,4
5936,2,2,1,1,47,2,1,4
5936,3,1,1,1,15,3,1,4
5936,4,2,1,1,10,3,1,4
5937,1,1,1,2,48,1,1,3
5937,2,2,1,1,53,2,1,3
5937,3,2,1,2,23,3,1,3
5938,1,1,1,1,50,1,2,3
5938,2,2,1,1,50,11,2,3
5938,3,2,1,1,19,12,2,3
5939,1,1,1,1,47,1,2,4
5939,2,2,1,2,40,2,2,4
5939,3,1,1,1,9,3,2,4
5939,4,1,1,1,9,3,2,4
5940,1,2,2,1,42,1,2,3
5940,2,2,2,1,13,3,2,3
5940,3,2,2,1,4,3,2,3
5941,1,2,1,1,71,1,1,2
5941,2,2,1,1,70,7,1,2
5942,1,2,1,1,23,1,2,2
5942,2,1,1,1,23,2,2,2
5943,1,1,1,1,60,1,1,2
5943,2,2,1,1,47,2,1,2
5944,1,1,1,1,24,1,2,3
5944,2,1,1,1,23,12,2,3
5944,3,2,1,1,22,12,2,3
5945,1,1,1,1,70,1,1,3
5945,2,2,1,1,69,2,1,3
5945,3,1,1,1,40,3,1,3
5946,1,2,1,1,56,1,1,3
5946,2,1,1,1,61,2,1,3
5946,3,1,1,1,28,3,1,3
5947,1,2,2,1,24,1,2,2
5947,2,1,2,1,2,3,2,2
5948,1,1,1,1,60,1,1,2
5948,2,1,1,1,55,7,1,2
5949,1,2,1,1,68,1,1,2
5949,2,1,1,1,59,2,1,2
5950,1,1,1,1,68,1,1,2
5950,2,2,1,1,66,2,1,2
5951,1,1,1,1,33,1,2,2
5951,2,2,1,1,37,2,2,2
5952,1,2,8,1,23,1,2,2
5952,2,1,7,2,27,2,2,2
5953,1,1,1,1,48,1,1,3
5953,2,2,1,1,43,2,1,3
5953,3,2,1,1,8,3,1,3
5954,1,2,3,1,59,1,2,3
5954,2,1,3,1,26,3,2,3
5954,3,1,3,1,19,3,2,3
5955,1,1,1,1,24,1,2,2
5955,2,2,1,1,24,2,2,2
5956,1,2,6,1,66,1,2,2
5956,2,2,6,1,52,10,2,2
5957,1,1,1,1,56,1,1,2
5957,2,2,1,1,55,2,1,2
5958,1,1,1,1,77,1,1,2
5958,2,2,1,1,80,2,1,2
5959,1,1,1,1,20,1,2,2
5959,2,1,6,1,20,11,2,2
5960,1,1,1,1,47,1,2,3
5960,2,1,1,1,22,3,2,3
5960,3,1,1,1,61,11,2,3
5961,1,1,1,1,63,1,1,2
5961,2,2,1,1,60,2,1,2
5962,1,2,1,1,57,1,1,2
5962,2,1,1,1,61,2,1,2
5963,1,1,4,1,32,1,2,2
5963,2,2,4,1,30,2,2,2
5964,1,2,1,2,43,1,2,4
5964,2,1,1,2,33,2,2,4
5964,3,1,8,2,12,3,2,4
5964,4,2,8,2,12,3,2,4
5965,1,2,1,1,59,1,1,2
5965,2,1,1,1,62,2,1,2
5966,1,1,1,1,64,1,1,2
5966,2,2,6,1,74,2,1,2
5967,1,2,1,1,42,1,1,3
5967,2,1,1,1,7,3,1,3
5967,3,2,1,1,6,3,1,3
5968,1,2,1,1,36,1,1,4
5968,2,1,2,1,38,2,1,4
5968,3,1,8,1,14,3,1,4
5968,4,1,8,1,9,3,1,4
5969,1,1,1,2,46,1,2,4
5969,2,2,1,2,35,2,2,4
5969,3,1,1,2,20,3,2,4
5969,4,1,1,2,14,3,2,4
5970,1,1,1,1,42,1,1,3
5970,2,2,1,1,42,2,1,3
5970,3,2,1,1,3,3,1,3
5971,1,2,1,1,74,1,1,2
5971,2,1,1,1,46,3,1,2
5972,1,1,1,2,24,1,1,2
5972,2,2,1,2,57,5,1,2
5973,1,1,1,1,47,1,1,3
5973,2,1,1,1,15,3,1,3
5973,3,2,1,1,35,11,1,3
5974,1,2,1,1,62,1,1,2
5974,2,2,1,1,48,7,1,2
5975,1,1,1,1,79,1,1,2
5975,2,2,1,1,78,2,1,2
5976,1,1,1,1,68,1,1,2
5976,2,2,1,1,69,2,1,2
5977,1,2,7,2,55,1,2,2
5977,2,2,7,2,23,3,2,2
5978,1,1,1,2,38,1,2,4
5978,2,2,1,2,42,2,2,4
5978,3,1,1,2,17,3,2,4
5978,4,2,1,2,12,3,2,4
5979,1,1,1,1,74,1,1,3
5979,2,2,1,1,59,2,1,3
5979,3,2,1,1,28,3,1,3
5980,1,2,1,1,54,1,1,2
5980,2,1,1,1,30,3,1,2
5981,1,1,1,1,71,1,1,2
5981,2,2,1,1,65,2,1,2
5982,1,1,1,1,45,1,2,2
5982,2,2,1,1,41,2,2,2
5983,1,1,1,1,68,1,2,4
5983,2,2,4,1,57,2,2,4
5983,3,1,1,1,67,12,2,4
5983,4,1,1,1,53,12,2,4
5984,1,2,1,1,35,1,1,3
5984,2,2,1,1,64,11,1,3
5984,3,2,1,1,46,11,1,3
5985,1,2,1,1,46,1,1,2
5985,2,1,7,2,48,2,1,2
5986,1,1,6,1,67,1,1,3
5986,2,2,6,1,63,2,1,3
5986,3,1,6,1,32,3,1,3
5987,1,1,1,5,77,1,1,2
5987,2,2,1,5,81,2,1,2
5988,1,1,6,1,44,1,1,4
5988,2,2,6,1,36,2,1,4
5988,3,2,6,1,7,3,1,4
5988,4,2,6,1,5,3,1,4
5989,1,1,1,1,74,1,1,2
5989,2,2,1,1,75,11,1,2
5990,1,1,1,1,48,1,1,4
5990,2,2,1,1,47,2,1,4
5990,3,1,1,1,18,3,1,4
5990,4,1,1,1,15,3,1,4
5991,1,1,1,1,53,1,1,2
5991,2,2,2,2,56,2,1,2
5992,1,2,8,2,37,1,2,4
5992,2,1,1,1,33,2,2,4
5992,3,2,8,1,9,3,2,4
5992,4,2,8,1,6,3,2,4
5993,1,1,1,1,70,1,1,2
5993,2,2,1,1,70,2,1,2
5994,1,1,4,1,49,1,1,3
5994,2,2,4,1,37,2,1,3
5994,3,2,4,1,9,3,1,3
5995,1,2,2,1,48,1,2,3
5995,2,1,2,3,22,3,2,3
5995,3,2,2,3,20,3,2,3
5996,1,2,1,1,68,1,1,2
5996,2,2,1,1,94,5,1,2
5997,1,1,1,1,75,1,2,4
5997,2,2,1,1,61,2,2,4
5997,3,2,1,1,24,3,2,4
5997,4,1,1,1,18,3,2,4
5998,1,1,7,5,27,1,2,3
5998,2,2,8,5,6,3,2,3
5998,3,2,7,2,20,11,2,3
5999,1,1,1,1,57,1,1,2
5999,2,2,1,1,55,2,1,2
6000,1,2,1,1,83,1,1,2
6000,2,1,1,1,88,2,1,2
6001,1,2,3,1,77,1,1,3
6001,2,1,3,1,53,3,1,3
6001,3,1,3,1,34,3,1,3
6002,1,1,1,1,56,1,1,3
6002,2,2,1,1,54,2,1,3
6002,3,2,1,1,23,3,1,3
6003,1,2,1,1,77,1,1,2
6003,2,1,1,1,41,3,1,2
6004,1,2,1,1,39,1,2,2
6004,2,1,1,1,8,3,2,2
6005,1,1,1,1,63,1,1,3
6005,2,2,1,1,59,2,1,3
6005,3,1,1,1,31,3,1,3
6006,1,1,1,1,45,1,1,4
6006,2,2,1,1,43,2,1,4
6006,3,1,1,1,12,3,1,4
6006,4,1,1,1,11,3,1,4
6007,1,1,6,1,49,1,2,3
6007,2,2,1,1,48,2,2,3
6007,3,1,6,1,29,3,2,3
6008,1,1,1,2,27,1,2,4
6008,2,1,1,2,4,3,2,4
6008,3,2,1,2,24,10,2,4
6008,4,2,1,2,25,11,2,4
6009,1,2,1,1,61,1,1,2
6009,2,1,1,1,59,2,1,2
6010,1,2,2,1,52,1,1,4
6010,2,1,2,1,47,2,1,4
6010,3,1,2,1,36,3,1,4
6010,4,1,2,1,13,9,1,4
6011,1,1,1,1,66,1,1,2
6011,2,2,1,1,60,2,1,2
6012,1,1,1,1,45,1,2,4
6012,2,2,1,1,43,2,2,4
6012,3,1,1,1,8,3,2,4
6012,4,2,1,1,5,3,2,4
6013,1,1,1,1,59,1,1,2
6013,2,2,1,1,54,2,1,2
6014,1,1,6,1,23,1,2,2
6014,2,2,6,1,24,11,2,2
6015,1,2,1,2,40,1,2,3
6015,2,1,1,2,48,2,2,3
6015,3,1,1,2,10,3,2,3
6016,1,2,2,1,24,1,2,3
6016,2,2,2,1,10,3,2,3
6016,3,1,2,1,3,3,2,3
6017,1,2,1,1,31,1,1,2
6017,2,1,1,1,30,2,1,2
6018,1,2,1,1,49,1,2,2
6018,2,2,1,1,16,3,2,2
6019,1,2,3,2,65,1,2,2
6019,2,1,3,2,62,7,2,2
6020,1,1,1,1,48,1,1,3
6020,2,2,1,1,42,2,1,3
6020,3,2,1,1,63,6,1,3
6021,1,1,1,1,25,1,2,2
6021,2,2,1,1,22,2,2,2
6022,1,2,1,1,26,1,2,4
6022,2,1,1,1,26,11,2,4
6022,3,2,1,1,25,11,2,4
6022,4,1,6,1,22,11,2,4
6023,1,1,1,5,46,1,1,4
6023,2,2,1,1,51,2,1,4
6023,3,2,1,5,18,3,1,4
6023,4,2,6,1,18,12,1,4
6024,1,1,1,1,53,1,2,2
6024,2,2,1,1,51,2,2,2
6025,1,1,2,1,66,1,1,2
6025,2,2,2,1,61,2,1,2
6026,1,1,1,1,65,1,1,2
6026,2,2,1,1,62,2,1,2
6027,1,1,7,2,21,1,2,4
6027,2,1,7,2,22,11,2,4
6027,3,1,7,2,21,11,2,4
6027,4,1,7,2,21,11,2,4
6028,1,1,2,1,28,1,2,4
6028,2,2,2,1,26,2,2,4
6028,3,2,2,1,6,3,2,4
6028,4,2,2,1,10,3,2,4
6029,1,1,1,2,34,1,2,4
6029,2,2,1,2,30,2,2,4
6029,3,1,1,2,12,3,2,4
6029,4,1,1,2,7,3,2,4
6030,1,1,2,2,63,1,2,4
6030,2,2,2,2,60,2,2,4
6030,3,1,2,2,21,3,2,4
6030,4,1,2,2,15,12,2,4
6031,1,1,2,1,63,1,1,2
6031,2,2,2,1,63,2,1,2
6032,1,2,7,2,28,1,1,4
6032,2,1,7,2,30,2,1,4
6032,3,1,7,2,8,3,1,4
6032,4,2,7,2,3,3,1,4
6033,1,1,1,2,78,1,1,3
6033,2,2,1,1,69,2,1,3
6033,3,1,1,2,48,3,1,3
6034,1,1,1,1,74,1,1,2
6034,2,2,1,1,82,2,1,2
6035,1,2,1,1,61,1,1,3
6035,2,1,1,1,61,2,1,3
6035,3,1,1,1,35,3,1,3
6036,1,1,3,1,31,1,2,3
6036,2,1,8,1,3,3,2,3
6036,3,2,8,1,27,11,2,3
6037,1,1,1,1,36,1,1,2
6037,2,2,1,1,32,11,1,2
6038,1,1,1,2,29,1,2,3
6038,2,2,1,2,28,2,2,3
6038,3,1,1,2,4,3,2,3
6039,1,2,1,2,62,1,1,2
6039,2,1,1,2,27,3,1,2
6040,1,1,8,1,55,1,1,2
6040,2,2,8,1,55,2,1,2
6041,1,2,1,1,81,1,1,2
6041,2,1,1,1,77,2,1,2
6042,1,2,1,1,45,1,1,4
6042,2,1,1,1,49,2,1,4
6042,3,2,1,1,14,3,1,4
6042,4,1,1,1,12,3,1,4
6043,1,2,1,1,70,1,1,3
6043,2,2,7,2,53,11,1,3
6043,3,1,7,2,52,12,1,3
6044,1,1,1,1,66,1,1,2
6044,2,2,1,1,63,2,1,2
6045,1,2,1,1,55,1,1,3
6045,2,1,1,1,61,2,1,3
6045,3,1,1,1,20,3,1,3
6046,1,1,1,1,46,1,1,2
6046,2,2,1,1,46,11,1,2
6047,1,2,1,1,53,1,1,2
6047,2,2,1,1,21,3,1,2
6048,1,1,1,2,53,1,1,2
6048,2,2,1,1,51,2,1,2
6049,1,1,1,1,39,1,2,4
6049,2,2,1,1,39,2,2,4
6049,3,2,1,1,8,3,2,4
6049,4,1,1,1,6,3,2,4
6050,1,1,1,1,53,1,1,2
6050,2,1,1,2,59,11,1,2
6051,1,1,1,2,50,1,1,3
6051,2,2,1,2,51,2,1,3
6051,3,2,1,2,24,3,1,3
6052,1,1,1,1,70,1,1,2
6052,2,2,1,1,69,2,1,2
6053,1,1,2,1,68,1,1,2
6053,2,2,2,1,65,2,1,2
6054,1,1,1,1,71,1,1,2
6054,2,2,1,1,61,2,1,2
6055,1,2,1,2,36,1,1,4
6055,2,1,1,2,41,2,1,4
6055,3,1,1,2,9,3,1,4
6055,4,2,1,2,5,3,1,4
6056,1,2,1,1,24,1,2,3
6056,2,1,1,1,28,2,2,3
6056,3,2,1,1,5,3,2,3
6057,1,2,4,1,47,1,2,2
6057,2,2,4,1,11,3,2,2
6058,1,1,3,1,53,1,2,2
6058,2,2,3,1,50,11,2,2
6059,1,1,7,2,59,1,1,2
6059,2,2,1,1,60,2,1,2
6060,1,2,1,2,21,1,2,2
6060,2,1,1,2,28,11,2,2
6061,1,2,1,1,45,1,2,3
6061,2,2,1,1,18,3,2,3
6061,3,1,1,1,17,3,2,3
6062,1,1,1,1,62,1,1,3
6062,2,2,1,1,59,2,1,3
6062,3,1,1,1,33,3,1,3
6063,1,2,1,1,51,1,1,2
6063,2,1,1,5,56,11,1,2
6064,1,1,2,1,34,1,2,4
6064,2,2,9,1,34,2,2,4
6064,3,1,9,1,5,3,2,4
6064,4,2,9,1,17,3,2,4
6065,1,1,1,1,47,1,1,3
6065,2,2,1,1,48,2,1,3
6065,3,1,1,1,16,3,1,3
6066,1,2,1,1,52,1,1,2
6066,2,1,1,1,59,2,1,2
6067,1,2,1,1,69,1,1,2
6067,2,2,1,1,44,3,1,2
6068,1,1,1,1,36,1,1,3
6068,2,2,1,1,30,11,1,3
6068,3,2,1,2,3,12,1,3
6069,1,2,6,1,41,1,1,3
6069,2,1,6,1,46,11,1,3
6069,3,2,6,1,38,12,1,3
6070,1,1,4,1,49,1,1,2
6070,2,2,4,1,49,11,1,2
6071,1,1,1,1,31,1,1,3
6071,2,2,1,1,28,2,1,3
6071,3,2,1,1,3,3,1,3
6072,1,1,1,1,58,1,1,3
6072,2,2,1,1,62,2,1,3
6072,3,2,1,1,28,3,1,3
6073,1,1,1,1,68,1,1,2
6073,2,2,1,1,66,2,1,2
6074,1,1,1,1,36,1,1,3
6074,2,1,1,1,14,3,1,3
6074,3,2,1,1,11,3,1,3
6075,1,1,1,1,77,1,1,2
6075,2,2,1,1,78,2,1,2
6076,1,1,1,1,60,1,1,3
6076,2,2,1,1,61,2,1,3
6076,3,1,1,1,63,7,1,3
6077,1,2,2,2,45,1,2,3
6077,2,2,1,2,18,3,2,3
6077,3,2,1,2,11,3,2,3
6078,1,1,1,1,51,1,1,2
6078,2,2,1,1,51,2,1,2
6079,1,2,1,1,33,1,2,4
6079,2,1,1,1,37,2,2,4
6079,3,2,1,1,8,3,2,4
6079,4,1,1,1,5,3,2,4
6080,1,1,1,1,53,1,1,2
6080,2,2,1,1,51,2,1,2
6081,1,2,6,1,51,1,2,3
6081,2,1,6,1,57,2,2,3
6081,3,1,6,1,17,3,2,3
6082,1,1,1,1,55,1,1,2
6082,2,2,1,1,55,2,1,2
6083,1,1,1,1,61,1,1,2
6083,2,2,1,1,63,2,1,2
6084,1,1,1,1,50,1,1,4
6084,2,2,1,2,47,2,1,4
6084,3,2,1,2,11,3,1,4
6084,4,1,1,2,7,3,1,4
6085,1,1,1,1,64,1,1,2
6085,2,2,1,1,70,2,1,2
6086,1,1,1,2,35,1,2,4
6086,2,2,1,2,35,2,2,4
6086,3,1,1,2,7,3,2,4
6086,4,2,1,2,5,3,2,4
6087,1,2,2,1,50,1,2,4
6087,2,2,2,1,23,3,2,4
6087,3,2,2,1,7,9,2,4
6087,4,2,2,1,3,9,2,4
